Num,default,Total_assets,Total_income,PAT_as_%_of_total_income,PBDITA_as_%_of_total_income,PBT_as_%_of_total_income,Cash_profit_as_%_of_total_income,Current_ratio,Debt_to_equity_ratio
1648,0,299.3,644.1,0.419189567,2.716969415,0.574444962,-0.108678777,1.46,0.61
1649,0,2257.9,3449.826,5.264468411,10.38066847,7.011918862,7.216219021,1.03,6.59
1650,0,96,114,7.807017544,13.77192982,4.473684211,13.24561404,0.78,0.01
1651,0,459.6,333.9,4.971548368,20.51512429,7.03803534,14.94459419,1.62,3.45
1652,0,293.3,524.8,-9.032012195,-4.081745427,-9.432164634,-7.613567073,1.51,0.21
1653,0,258.4,229.7,-1.175446234,5.877231171,-1.82847192,1.306051371,1.42,0.79
1654,0,467.6,644.8,3.117245658,7.133995037,4.295905707,3.3808933,1.4,2.48
1655,0,148.7,268.1,4.960835509,10.25736665,7.646400597,6.452816113,2.29,0.18
1656,0,138.5,194.5,6.786632391,12.18508997,7.403598972,10.64267352,1.08,0.48
1657,0,169.7,250,5.6,11.8,8.6,7.64,2.11,0.19
1658,0,345,105.4,14.89563567,23.90891841,20.49335863,23.62428843,0.3,1.32
1659,0,227.8,399.1,5.788023052,12.02706089,8.920070158,7.366574793,0.94,0.37
1660,0,193.5,242,2.272727273,11.11570248,3.636363636,8.801652893,1.42,0.24
1661,0,255.2,493.7,2.815474985,9.337654446,3.909256634,4.111808791,1,0.25
1662,0,288.7,614.5,1.562245728,5.451586656,2.424735557,2.408462164,1.67,1.51
1663,0,103.6,41.9,14.55847255,33.8902148,21.71837709,26.01431981,18.79,0
1664,0,478.5,1580.5,0.347991142,1.961404619,0.398608035,0.752926289,2.54,1.79
1665,0,319.4,147.7,2.437373053,18.21259309,2.775897089,9.140148951,1,0.78
1666,0,101,273.5,1.023765996,4.78976234,1.462522852,2.047531993,1.35,1.58
1667,0,380.2,681.1,9.719571282,13.11114374,9.763617677,1.438848921,1.08,2.38
1668,0,255.8,213.7,15.91015442,20.07487131,12.82171268,17.17360786,0.94,0.67
1669,0,137.6,193.2,10.35196687,13.61283644,11.38716356,11.7494824,2.07,0.19
1670,0,369.4,617.6,1.441062176,7.043393782,2.202072539,4.630829016,1.14,2.26
1671,0,119.6,30.7,-7.491856678,6.840390879,-10.74918567,-6.51465798,2.32,0
1672,0,210.6,137.5,13.01818182,27.63636364,21.09090909,17.16363636,1.11,0.63
1673,0,300.5,686.6,3.247888144,7.74832508,3.218759103,5.63646956,1.39,1.03
1674,0,215,287.5,7.373913043,15.47826087,10.67826087,8.347826087,1.3,0.36
1675,0,270.1,501.5,4.546360917,10.82751745,6.799601196,7.01894317,1.61,0.65
1676,0,137.6,82.8,16.66666667,19.44444444,16.78743961,5.917874396,0.86,0.01
1677,0,239.2,271.5,0.552486188,1.915285451,1.104972376,0.920810313,0.94,0
1678,0,243.2,266.5,1.575984991,4.840525328,1.988742964,4.052532833,0.86,0.12
1679,0,112.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,3,0
1680,0,173.3,334.5,0.029895366,1.405082212,0.149476831,-9.506726457,1.48,0.27
1681,0,617.9,890.7,1.077803974,4.401032895,1.863702706,2.481194566,2.34,3.01
1682,0,236.2,458.4,6.086387435,11.32198953,9.402268761,8.573298429,1.07,0.05
1683,0,1098.7,804.1,-4.787961696,8.382042035,-3.27073747,0.858102226,0.81,7.42
1684,0,133.5,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.04,0.11
1685,0,211.9,454.8,0.967458223,2.55057168,1.539138083,1.143359719,3.25,0.42
1686,0,513.3,649.4,0.754542655,12.90421928,1.262704034,5.327995072,1.14,4.39
1687,0,310.7,516.5,0.716360116,5.053242982,0.987415295,1.703775411,1.21,1.08
1688,0,221.3,410.5,1.144945189,6.041412911,1.144945189,3.556638246,1.16,2.28
1689,0,220.6,258.7,5.836876691,10.93931194,9.045226131,6.300734441,1.31,0.26
1690,0,142.3,43.9,-28.24601367,-10.02277904,-48.51936219,-41.23006834,0.42,0.38
1691,0,440.8,598.3,6.702323249,9.37656694,6.819321411,7.337456126,1.23,1.54
1692,0,263.4,291.4,2.676733013,9.128345916,2.916952642,5.078929307,1.15,1.46
1693,0,461.1,1102,1.243194192,5.662431942,2.023593466,3.34845735,1.12,1.85
1694,0,157.6,255.4,3.563038371,6.617071261,5.403288958,4.385277995,1.1,0.19
1695,0,254.8,261.6,0.802752294,25.68807339,4.396024465,7.415902141,1.05,2.47
1696,0,198.3,64.5,46.51162791,59.53488372,56.12403101,51.31782946,4.57,0.12
1697,0,614.8,544.2,4.07938258,13.34068357,3.74862183,6.11907387,0.85,2.63
1698,0,483.4,267,0.898876404,11.12359551,0.936329588,10.07490637,2.49,1.85
1699,0,146,16.4,-19.51219512,47.56097561,-19.51219512,17.68292683,0.98,0.02
1700,0,165,267.6,3.587443946,4.970104634,3.550074738,4.409566517,1,0.04
1701,0,155.1,18.7,-24.59893048,8.021390374,-24.06417112,5.347593583,5.9,0.02
1702,0,331,1386.1,1.082173003,2.770362889,1.226462737,1.991198326,1.33,1.37
1703,0,215.5,58.4,4.280821918,21.74657534,6.335616438,11.47260274,0.32,0.34
1704,0,156.3,187.2,2.670940171,8.653846154,4.38034188,5.929487179,2.8,0.01
1705,0,713.8,563.6,0.86941093,2.217885025,0.958126331,1.188786373,1.28,1.55
1706,0,345.1,1275,0.745098039,2.407843137,1.121568627,0.988235294,1.2,1.75
1707,0,254.5,387.4,2.039235932,8.156943727,3.381517811,4.362416107,1.71,0.58
1708,0,286.5,983.3,3.335706295,5.054408624,3.396725313,4.027255161,1.69,1.33
1709,0,148.3,64.5,0.15503876,6.356589147,0.310077519,6.356589147,2.72,0
1710,0,444.8,965.3,2.455195276,7.717807935,3.978037916,5.221174764,0.44,1.42
1711,0,330.6,258.7,1.082334751,7.267104755,3.401623502,6.880556629,0.95,0.29
1712,0,336.5,515.5,2.172647915,12.3957323,3.433559651,9.291949564,2.09,1.79
1713,0,575.2,562.3,4.641650365,16.02347501,6.722390183,11.91534768,1.21,3.31
1714,0,381.1,428.1425806,-0.210210346,-0.023356705,-0.210210346,-0.023356705,4.98,1.57
1715,0,414.1,860.5,3.672283556,7.05403835,4.822777455,4.171993027,0.83,1.79
1716,0,114.8,18.5,64.32432432,76.75675676,64.32432432,76.75675676,7.2,0.01
1717,0,710.9,604.8,4.62962963,14.69907407,5.208333333,7.242063492,1.28,3.13
1718,0,415.4,543.3,1.656543346,3.092214246,2.208724462,2.484815019,1.05,0.75
1719,0,339.8,246,24.83739837,37.31707317,31.74796748,29.10569106,0.59,0.78
1720,0,384.4,560.4,0.33904354,5.264097074,0.178443969,2.855103498,1.22,1.26
1721,0,378.8,745.1,-0.456314589,3.476043484,-0.067105087,1.140786472,2.21,1.26
1722,0,136.8,81.8,19.07090465,38.26405868,20.6601467,32.51833741,1.76,0.25
1723,0,539.1,471.1,4.776056039,13.58522607,7.620462747,10.21014647,0.38,2.19
1724,0,305.8,317.6,1.763224181,9.35138539,2.01511335,5.919395466,1.07,1.07
1725,0,306.4,102.6,1.461988304,15.49707602,1.461988304,12.6705653,1.77,0.79
1726,0,434,1106.7,2.304147465,6.090178007,2.593295383,4.120357821,1.19,2.27
1727,0,179.5,115.9,0.086281277,11.47540984,0.431406385,3.623813632,1.15,2.13
1728,0,487.4,894.3,0.16772895,5.110142011,0.2236386,2.31465951,1.43,1.5
1729,0,250.6,339.7,4.621725052,9.920518104,4.68060053,7.388872535,0.84,0.79
1730,0,252.1,700.3,1.656432957,6.254462373,2.441810653,4.083964015,1.12,7.54
1731,0,123.4,204,12.69607843,20.73529412,18.7745098,13.33333333,3.87,0.04
1732,0,133.5,76,3.026315789,13.55263158,0.657894737,8.684210526,0.7,0.43
1733,0,792.3,1287,0.94017094,5.268065268,1.452991453,2.64957265,1,2.99
1734,0,470.1,1743.1,0.510584591,2.40376341,0.854798921,1.135907292,1.28,1.71
1735,0,243.4,271.1,2.950940612,16.6359277,2.36075249,11.91442272,0.32,0.33
1736,0,498.1,32.7,-59.93883792,-44.95412844,-59.63302752,-58.71559633,0.81,1.01
1737,0,200.9,587.7,2.875616811,5.785264591,4.355963927,3.113833589,1.6,0.47
1738,0,474.3,774.5,3.202065849,8.741123305,5.151710781,5.21626856,0.83,0.96
1739,0,278.1,332.1,7.286961759,15.5073773,7.97952424,10.32821439,1.47,0.89
1740,0,169.6,279,1.863799283,7.777777778,2.9390681,3.906810036,5.17,1.49
1741,0,164.5,90.2,21.50776053,38.13747228,34.25720621,23.61419069,1.45,0.05
1742,0,551.7,742.7,1.911942911,12.26605628,2.85444998,10.81190252,1.51,3.47
1743,0,453.4,1017.7,1.817824506,6.1904294,3.085388621,2.397563133,0.97,1.29
1744,0,368.6,337.6,0.148104265,6.783175355,0.325829384,3.110189573,1.26,1.5
1745,0,419.2,420.5,2.25921522,11.60523187,4.209274673,6.349583829,0.94,2.2
1746,0,304.9,959.8,1.771202334,13.03396541,2.844342571,1.344030006,0.93,0.9
1747,0,351.3,532.4,3.437265214,16.47257701,5.146506386,12.45304282,1.45,1.61
1748,0,547.7,470.1,0.701978302,11.93363114,1.361412465,8.211018932,0.87,3.22
1749,0,266.2,562.9,6.502042992,10.07283709,7.994315154,8.580564932,0.92,0.17
1750,0,345.9,354.3,12.61642676,16.82190234,12.70110076,7.648885126,1.28,14.04
1751,0,172.2,173.8,0,4.14269275,0.402761795,1.956271577,1.97,0.19
1752,0,232.7,215.3,3.622851835,10.91500232,5.155596842,6.316767301,1.37,0.87
1753,0,174.2,150.9,2.783300199,7.753479125,4.174950298,5.765407555,2.1,0.16
1754,0,328.6,328.9,3.162055336,15.05016722,3.131650958,11.79689875,1.6,1.29
1755,0,305,645.8,3.065964695,8.640445959,4.335707649,4.645401053,1.21,0.51
1756,0,150,175.7,22.14001138,34.66135458,30.10813887,28.62834377,1.43,0.01
1757,0,183.8,370.1,1.486084842,5.620102675,2.215617401,4.539313699,1.84,0.05
1758,0,306.6,326.3,0.704872816,8.213300644,0.766166105,2.788844622,1.78,1.34
1759,0,420.7,753,1.832669323,7.104913679,2.868525896,4.037184595,0.99,1.42
1760,0,261,301,0.664451827,12.42524917,1.129568106,7.3089701,1.17,1.04
1761,0,221.3,273.2,0,3.074670571,0.036603221,0.402635432,1.13,0.4
1762,0,448.5,937.6,1.471843003,4.692832765,2.26109215,3.615614334,1.26,1.31
1763,0,273,266.2,5.785123967,17.918858,9.466566491,12.92261458,1.57,0.56
1764,0,218.8,226.2,8.178603006,19.93810787,12.73209549,14.41202476,1.05,0.84
1765,0,515,388,0.257731959,18.71134021,0.257731959,13.17010309,1.55,3.54
1766,0,266.4,531,1.280602637,5.800376648,3.069679849,2.184557439,2.24,0.86
1767,0,118.4,17.6,-9.659090909,-12.5,-13.06818182,-19.88636364,1.75,0
1768,0,573.7,983.4,0.366076876,5.806386008,1.047386618,1.382957088,0.96,1.82
1769,0,221.3,330.7,3.568188691,15.33111581,4.11248866,12.30722709,2.53,0.63
1770,0,361.6,233,1.845493562,9.570815451,2.060085837,5.579399142,1.64,1
1771,0,561.3,694.2,3.500432152,11.42322097,5.718813022,5.934889081,1.21,1.63
1772,0,561,509.9,9.923514415,24.67150422,11.82584821,17.12100412,1.27,2.37
1773,0,272.2,88.7,6.313416009,12.2886133,7.215332582,7.328072153,0.7,0.55
1774,0,173.3,557.2,0.664034458,2.566403446,1.23833453,2.189519024,1.11,0.27
1775,0,306.8,660,1.863636364,5.090909091,2.287878788,2.818181818,1.02,0.7
1776,0,145.9,19.6,12.24489796,38.26530612,12.24489796,-4.081632653,0.41,0.28
1777,0,237.7,348,0.574712644,6.465517241,0,4.33908046,1.25,0.33
1778,0,576.3,1464.2,0.471247097,2.929927606,0.689796476,1.051768884,1.13,1.5
1779,0,349.7,187.6,2.398720682,22.70788913,12.42004264,16.41791045,0.76,1.51
1780,0,169,333.3,-6.690669067,-0.630063006,-10.1410141,-8.760876088,5.37,0.15
1781,0,453.3,453.1,1.147649525,13.33039064,4.016773339,9.203266387,1.15,1.55
1782,0,233.3,864,1.099537037,4.050925926,2.002314815,3.148148148,1,0
1783,0,213.3,526.9,2.543177073,5.807553615,3.719870943,4.004554944,1.32,0.38
1784,0,354.5,362.3,3.864200938,15.1807894,6.155120066,9.329285123,0.93,1.21
1785,0,257.9,258.4,4.605263158,9.868421053,5.76625387,7.894736842,1.54,0.99
1786,0,263.3,369.2,8.667388949,14.08450704,9.182015168,11.89057421,1.09,2.02
1787,0,312.2,728.8,1.385839737,2.799121844,1.523051592,2.058177827,1.25,0.49
1788,0,164.4,270.8,4.394387001,8.013293944,6.794682422,5.096011817,1.92,0.25
1789,0,820.7,515.8,2.210158976,16.7312912,2.42341993,8.181465684,0.78,4.39
1790,0,220.1,463.2,3.454231434,7.232297064,3.799654577,4.81433506,1.42,1.15
1791,0,212.6,329.1,6.502582802,9.814646004,6.654512306,7.991491948,1.69,0.31
1792,0,1042.3,1013.6,0.651144436,9.77703236,0.878058406,2.259273875,1.11,1.89
1793,0,398.6,896.2,-2.744923008,2.722606561,-3.291675965,0.223164472,0.97,0.41
1794,0,302.8,220.4,8.212341198,21.9600726,12.70417423,15.33575318,1.61,1.64
1795,0,166.4,19.5,7.179487179,29.23076923,9.230769231,24.1025641,3.57,0.29
1796,0,252.5,186.2,-0.107411386,5.155746509,0,1.987110634,1.55,0.61
1797,0,308.3,746.5,2.317481581,6.550569324,3.549899531,3.429336906,0.87,0.47
1798,0,307.1,761,0.867279895,3.140604468,1.287779238,2.220762155,1.15,0.93
1799,0,1715.1,723.3,2.184432462,14.30941518,0.096778653,6.345914558,0.93,11.02
1800,0,334.7,332.7,0.420799519,7.544334235,0.631199279,4.238052299,1.23,0.93
1801,0,511.6,1019.9,1.088341994,7.471320718,1.784488675,4.343563094,0.64,1.85
1802,0,375.1,626.1,2.188148858,7.394984827,2.986743332,4.823510621,1.26,1.67
1803,0,128.7,195.4,8.546571136,16.4790174,13.45957011,9.621289662,2.16,0.13
1804,0,546.3,853.8,1.007261654,5.083157648,1.382056688,1.077535723,1.12,1.68
1805,0,411.6,708,2.923728814,8.446327684,3.912429379,3.940677966,1.13,1.76
1806,0,434,374.4,3.205128205,14.0758547,4.033119658,6.917735043,1.25,2.5
1807,0,659.9,967.7,5.797251214,8.86638421,2.759119562,5.20822569,1.41,8.67
1808,0,287.5,286.2,6.988120196,19.28721174,11.25087352,14.67505241,1.31,0.92
1809,0,206.2,390.3,0.409941071,3.561363054,0.563668973,1.972841404,1.59,0.54
1810,0,628.2,243.3,-5.630908344,3.164817098,-5.42540074,-1.561857789,0.5,0.77
1811,0,639.2,283.7,5.710257314,15.15685583,8.107155446,10.46880508,1.21,3.81
1812,0,597.5,364,0.10989011,17.44505495,0.137362637,6.813186813,1.21,2.66
1813,0,281.2,331.4,7.06095353,17.07905854,11.13458057,13.33735667,1.09,0.66
1814,0,437.1,503.4,1.628923321,7.489074295,2.502979738,2.920143027,1.25,1.31
1815,0,209.4,207.8,8.85466795,17.85370549,12.80076997,12.36766121,2.06,0.27
1816,0,295.5,367.7,0.571117759,8.729942888,0.707098178,3.644275224,1.28,1.16
1817,0,474,505,0.554455446,5.128712871,0.554455446,0.732673267,1.44,1.77
1818,0,156.3,100.7,10.32770606,17.08043694,11.12214499,13.4061569,2.63,0.18
1819,0,301,316.4,0.695322377,7.553729456,1.169405815,1.927939317,1.48,0.92
1820,0,367.6,1212.3,1.468283428,4.322362452,2.284912975,2.293161759,1.05,1.64
1821,0,174.2,104.7,1.432664756,7.067812798,0.477554919,6.303724928,5.1,0.31
1822,0,260.2,159.7,9.830932999,27.98998121,13.65059487,14.40200376,2.01,1.84
1823,0,319.3,616.4,0.892277742,3.650227125,1.427644387,2.060350422,0.93,0.33
1824,0,423.4,803.5,3.260734287,9.334163037,5.787181083,6.334785314,0.92,2.11
1825,0,600.4,1183.2,2.493238675,7.293779581,3.093306288,4.403313049,0.66,1.91
1826,0,384.1,1651.5,0,1.259461096,0.024220406,0.363306085,1.14,1.27
1827,0,246.1,601.2,3.127079175,7.335329341,4.94011976,5.272787758,1.4,0.33
1828,0,366.2,456.9,2.319982491,7.528999781,3.8520464,4.836944627,0.99,4.47
1829,0,425.8,851.2,0.246710526,3.547932331,0.211466165,1.597744361,1.06,0.61
1830,0,257.1,202.9,1.675702316,12.02562839,2.85855101,7.934943322,1.73,0.78
1831,0,356.5,55.6,41.72661871,94.24460432,41.72661871,85.79136691,0.03,0
1832,0,1327.7,1454,0.337001376,13.47317744,0.426409904,6.396148556,0.41,4.72
1833,0,269.8,395.9,4.29401364,9.623642334,6.365243748,6.870421824,1.31,0.6
1834,0,148.5,152,8.552631579,18.02631579,14.80263158,11.05263158,4.75,0
1835,0,651.2,961.2,2.892218061,8.114856429,2.98585102,6.263004578,0.81,1.64
1836,0,328.2,233.3,2.400342906,15.73081869,2.9147021,11.83026147,1.18,0.9
1837,0,699,707.6,0.946862634,7.504239683,0.9044658,3.716789146,1.05,3.03
1838,0,453.9,697.6,1.662844037,8.557912844,2.737958716,4.486811927,1.36,2.03
1839,0,272.7,476.2,3.149937001,10.33179336,4.871902562,5.690886182,0.93,1.19
1840,0,599,3017.4,0.427520382,1.570888845,0.470603831,1.034002784,1.1,0.74
1841,0,9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
1842,0,518,1095.5,0.036513008,2.848014605,0.109539023,0.620721132,1.4,1.25
1843,0,413.6,669.7,1.627594445,8.630730178,2.344333284,5.704046588,1.07,2.1
1844,0,314,389.7,0.38491147,5.927636644,0.872465999,3.053630998,0.94,0.6
1845,0,377.2,232.6,0.859845228,9.071367154,1.418744626,2.665520206,1.28,0.87
1846,0,638.1,1469.9,0.76875978,1.952513776,1.231376284,0.938839377,1.26,1.12
1847,0,338,740.6,1.714825817,3.88873886,1.930866865,2.524979746,1.29,0.75
1848,0,584.4,555.6,1.979841613,10.96112311,2.429805616,6.389488841,1.36,2.83
1849,0,442.1,280.3,0.392436675,14.66286122,0.820549411,6.100606493,1.08,2.56
1850,0,255.2,369.1,0.975345435,4.199403956,1.51720401,2.221620157,1.62,0.52
1851,0,419.7,598.8,2.638610554,8.650634603,4.325317301,3.841015364,1.29,1.16
1852,0,318.4,622.9,5.442286081,11.07721946,8.717290095,6.646331674,1.04,0.38
1853,0,282,56.5,12.21238938,26.54867257,15.22123894,22.30088496,2.62,0
1854,0,142.3,428.1425806,0,0,0,0,0.63,0.01
1855,0,194.5,616.5,10.72181671,12.61962693,10.94890511,11.43552311,2.22,0.45
1856,0,410,392.7,2.26636109,10.7206519,3.819709702,7.359307359,1.24,1.93
1857,0,144.4,209.3,16.62685141,16.24462494,13.2823698,15.00238892,3.18,0.04
1858,0,301.6,611.9,3.98757967,8.138584736,6.291877758,5.049844746,2.71,0.58
1859,0,316.2,567.6,7.329105004,15.20436927,11.205074,10.57082452,1.16,0.96
1860,0,56.8,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.64,0.01
1861,0,218,113.5,-3.171806167,15.24229075,-4.933920705,13.30396476,2.41,0.07
1862,0,1851.4,3021.4,6.010955186,11.85261799,8.006189184,-1.322433309,0.75,9.26
1863,0,265.1,455.9,5.044966001,11.40601009,8.510638298,6.77780215,1.5,0.3
1864,0,285,213.8,0.608044902,4.022450889,0,1.403180543,2.11,0.79
1865,0,262.1,42.1,-72.9216152,-32.5415677,-72.68408551,-47.26840855,7.64,0.44
1866,0,643.2,980.7,0.887121444,5.210563883,1.162434995,1.774242888,0.98,5.97
1867,0,527.1,1474.4,-0.0339121,2.17715681,0.04069452,1.003798155,1.15,1.39
1868,0,178.5,276,6.195652174,12.10144928,7.282608696,8.65942029,3.4,1.25
1869,0,236.9,39,-16.41025641,29.23076923,-16.41025641,7.692307692,2.63,0.47
1870,0,230.7,146,-33.35616438,23.28767123,-33.35616438,-1.095890411,3.81,0.43
1871,0,150.4,224.1,6.55957162,13.5653726,9.817045962,10.08478358,2.7,0
1872,0,409.5,420.9,1.781895937,12.87716797,1.971964837,7.792824899,2.08,1.71
1873,0,168.7,98.3,8.138351984,17.39572737,8.850457782,11.08850458,1.11,0.14
1874,0,216.7,573,2.984293194,6.143106457,4.712041885,3.839441536,3.17,0.23
1875,0,194.3,619.9,0.774318438,2.080980803,1.161477658,1.242135828,2.14,0.22
1876,0,376.1,697.5,2.078853047,6.681003584,3.182795699,3.168458781,1.29,2.11
1877,0,506.4,741.5,1.995954147,6.891436278,3.128792987,4.194200944,1.25,1.12
1878,0,392.2,923.1,3.618242877,8.027299318,4.744881378,4.073231503,1.22,2.3
1879,0,478.3,478.5,4.284221526,13.87669801,4.096133751,8.861024033,1.38,2.21
1880,0,399.7,928.2,1.993104934,7.185951304,3.135100194,4.234001293,0.81,1.39
1881,0,286.6,435,2.689655172,10.16091954,3.816091954,6.620689655,1.32,0.67
1882,0,1505.5,2763,-0.962721679,2.924357582,-0.912052117,1.194353963,0.86,2.67
1883,0,388.6,621.4,3.588670743,8.464757,5.101383972,5.181847441,1.25,0.69
1884,0,296.8,424.4,8.69462771,16.54099906,13.73704053,10.39114043,1.07,0.79
1885,0,218.8,150.3,0.465735196,5.322687957,1.530272788,0.598802395,1.69,0.21
1886,0,375.7,196.3,13.65257259,26.23535405,21.95618951,16.40346409,0.49,0.04
1887,0,292.5,887.8,0.85604866,3.289029061,1.137643613,1.824735301,1.35,0.81
1888,0,253.5,367.2,5.201525054,16.77559913,9.123093682,14.67864924,1.23,1.15
1889,0,267.5,267.1,7.113440659,19.69299888,11.0445526,15.16286035,1.26,0.55
1890,0,340,119.3,0.754400671,3.185247276,1.173512154,1.257334451,0.71,2.33
1891,0,503.4,939.1,1.224576722,6.176126078,1.128740283,3.74826962,1.06,0.55
1892,0,513.1,1747.5,1.150214592,3.158798283,1.722460658,1.56223176,0.96,1.44
1893,0,71.1,122.8,2.035830619,5.211726384,3.583061889,4.478827362,2.53,0.06
1894,0,675.5,1086.6,0.174857353,4.527885146,1.4356709,2.21792748,0.66,1.76
1895,0,464.2,702.6,0.142328494,5.223455736,-0.185027042,2.362653003,1.35,0.92
1896,0,271.7,445,3.056179775,6.269662921,4.06741573,4.719101124,1.46,0.13
1897,0,428.4,741,5.263157895,12.0242915,10.66126856,9.703103914,1.46,0.69
1898,0,187.6,21.4,2.336448598,49.06542056,2.336448598,31.77570093,1.52,0.09
1899,0,674.1,1327.7,0.979136853,4.33079762,1.43104617,2.056187392,1.13,2.14
1900,0,611.2,782.5,1.329073482,7.24600639,2.031948882,4,1.48,1.69
1901,0,541.9,3449.826,0.495677173,1.866760816,0.582638081,0.678295079,0.9,2.48
1902,0,332,1129.8,0.964772526,3.186404673,1.584351213,2.000354045,1.11,0.6
1903,0,261.3,265,4.264150943,12.33962264,4.641509434,7.924528302,1.4,0.56
1904,0,151.9,428.1425806,-0.070070115,-0.070070115,-0.070070115,-0.070070115,0.39,0.01
1905,0,269.3,248,3.911290323,19.51612903,11.33064516,15.32258065,1.4,0.62
1906,0,177,371,7.008086253,13.61185984,10.99730458,9.056603774,3.83,0.01
1907,0,294.1,308.1,5.550146056,15.2872444,8.795845505,8.016877637,0.98,1.66
1908,0,374.5,259,3.436293436,12.39382239,4.015444015,6.254826255,1.12,1.9
1909,0,308.1,404.1,4.281118535,13.41252165,6.557782727,8.883939619,1.86,0.63
1910,0,390.5,186.9,-27.34082397,-4.654895666,-27.34082397,-4.81540931,2.06,0.14
1911,0,317.3,214.3,5.646290247,18.01213252,9.706019599,10.45263649,1.04,0.54
1912,0,605.4,1054,0.977229602,4.563567362,1.091081594,2.400379507,0.92,1.33
1913,0,210.3,79.2,0.631313131,8.080808081,0.883838384,2.651515152,2.49,0.35
1914,0,180.9,238.1,7.685846283,13.14573709,10.33179336,8.693826123,8.74,0.3
1915,0,1026.2,1485,-3.185185185,6.882154882,-3.461279461,1.124579125,1.68,3.85
1916,0,232.1,319.6,8.041301627,18.27284105,13.11013767,11.45181477,0.95,0.47
1917,0,416.1,468.9,5.694177863,18.25549158,8.253358925,12.11345703,0.92,2.6
1918,0,282.7,419.1,7.492245288,16.46385111,11.73944166,11.02362205,1.04,0.72
1919,0,471.4,471.7,4.515581938,18.57112572,5.745177019,11.1511554,1.25,2.29
1920,0,172.7,18.8,25.53191489,39.89361702,25.53191489,38.82978723,1.12,0.01
1921,0,415.3,767.4,2.293458431,6.202762575,3.544435757,2.984102163,0.97,1.03
1922,0,256.3,242.5,2.226804124,6.144329897,2.597938144,4.412371134,1.34,0.33
1923,0,442.9,319.8,8.411507192,23.85866166,10.72545341,15.13445904,1.5,2.06
1924,0,360.9,392.1,20.93853609,34.58301454,31.65008926,22.26472839,0.65,0
1925,0,140.5,30.6,38.23529412,50,49.01960784,38.88888889,1.47,0
1926,0,562.4,548.1,1.3136289,6.367451195,2.098157271,2.390074804,1.18,1.43
1927,0,604.5,1054.5,1.73541963,7.899478426,4.495021337,3.176861072,0.88,1.81
1928,0,182,789.4,0.291360527,1.684823917,0.456042564,1.089435014,0.9,0.26
1929,0,167.5,37.7,29.9734748,53.84615385,45.35809019,38.72679045,4.4,0
1930,0,242,516.5,6.272991288,10.22265247,7.008712488,7.608906099,1.17,0.8
1931,0,335.6,531.3,5.627705628,11.31187653,8.601543384,7.754564276,1.41,1.2
1932,0,171.6,584.7,4.891397298,8.568496665,7.473918249,6.39644262,2.06,0.05
1933,0,181.7,172.8,8.506944444,13.94675926,10.99537037,11.05324074,1.06,0.09
1934,0,194.2,233.8,11.9332763,22.19846022,18.43455945,16.16766467,0.82,0
1935,0,223.7,283.7,6.802960874,14.16989778,10.9270356,7.648924921,2.1,0.01
1936,0,815.9,1066.2,2.185331082,7.212530482,2.063402739,4.004877134,0.88,2.85
1937,0,513.5,344.4,6.097560976,20.35423926,9.465737515,14.05342625,1.29,2.44
1938,0,217.7,177.3,12.74675691,22.61703328,19.40214326,14.83361534,1.76,0.14
1939,0,382.4,423.8,1.982067013,10.19348749,3.586597452,5.99339311,0.7,2.39
1940,0,642.7,686.6,2.082726478,9.68540635,2.796387999,6.262743956,1.56,1.95
1941,0,329.8,380.9,2.625360987,7.429771594,4.09556314,3.754266212,1.6,0.67
1942,0,617.9,288.4,2.808599168,8.356449376,3.016643551,7.905686546,0.88,1.75
1943,0,622.6,3449.826,0.07536612,1.197161828,0.121745271,0.133340058,1.47,7.87
2362,0,744,1424.6,3.460620525,7.468763162,4.794328232,4.338059806,0.96,1.06
2363,0,906.5,2915.2,0.483671789,1.948408342,0.480241493,1.156009879,0.99,1.26
2364,0,435.4,364.2,24.02526085,36.98517298,35.47501373,24.98627128,0.62,0
2365,0,669.3,1076.6,1.421140628,8.33178525,3.297417797,4.272710385,1.11,1.03
2366,0,947.9,1740.5,3.80350474,8.417121517,4.39528871,6.170640621,1.09,1.21
2367,0,791.3,786.6,0.177981185,11.18738876,0.063564709,7.398932113,1.74,1.26
2368,0,1053.2,1830.6,1.666120398,4.299136895,2.594777669,2.589314979,1.22,1.01
2369,0,736.8,241.8,1.447477254,5.624483044,1.654259719,3.804797353,0.99,2.06
2370,0,495.5,894.6,0.145316342,1.296668902,0.234741784,0.335345406,1.3,0.84
2371,0,836.2,911.7,8.007019853,10.23362948,6.921136339,7.381814193,0.94,0.61
2372,0,433.4,361.8,8.678828082,14.59369818,11.41514649,10.58595909,1.87,0.19
2373,0,988.8,1240.5,4.353083434,12.42241032,4.6191052,9.068923821,1.08,1.85
2374,0,571.4,784.9,1.770926233,8.599821633,5.975283476,7.758950185,1.04,0.42
2375,0,905.3,762.2,2.650223039,11.68984518,4.172133298,6.61243768,1.22,1.22
2376,0,492,558.1,11.96918115,15.91112704,14.35226662,13.16968285,0.92,0.13
